Id,DocumentId,Name,Description,Keywords,,,,,,,,,,,,,,,,,,,,,,,,
1228,figshare11752752,Comparative model of novel coronavirus 2019-nCoV protease Mpro,"<div>Comparative model summary: This is protease Mpro encoded in the RNA of the novel coronavirus 2019-nCoV. This virus first reported in 2019 and now spreading from Wuhan, China, the primary location outbreak. The protein sequence was determined based on the data from the Wuhan seafood market pneumonia virus genome (NCBI genome ID MN908947, GenBank: MN908947.3) published by Wu Et al. (LOCUS MN90894, 23-JAN-2020) by multiple sequences alignments with known SARS proteases. Aligning the sequence region of 2019-nCoV, “orf1ab polyprotein“ with the sequence of PDB 5N5O, the SARS main protease deposited by Zhang and Hilgenfeld in 2017 yield a protease with 306 amino acids. The sequence identity compared to 2H2Z, another SARS crystal structure, published by the Rao lab in 2006 is 96.1 %, similarity is 98.7 % with 100% aligned residues. The model is expected to be of high accuracy.</div><div><br></div><div>Update:</div><div>The crystal structure of the protease of our partner Prof. Yang group from ShanghaiTech is oficially released: https://www.rcsb.org/structure/6LU7 and now included in the dataset.<br></div>","2019-nCoV,Bioinformatics,China,Comparative model,Mpro,Virology,Wuhan,coronavirus,homology model,protease",,,,,,,,,,,,,,,,,,,,,,,,
1229,figshare11806065,PRISMA Scoping Review checklist for Nowak and Walkowiak 2020,"<p>PRISMA Scoping Review checklist for a research note, Lithium: a potential treatment for the novel Wuhan (2019-nCoV) coronavirus?"""," submitted by J.K. Nowak and J. Walkowiak to F1000Research.</p>""","2019-nCoV,Evolutionary Biology,Pharmacology,Science Policy,coronavirus,lithium,lithium carbonate,prophylaxis,treatment",,,,,,,,,,,,,,,,,,,,,,,
1230,figshare11848224,Extended data for 2019-nCoV,The data in this dataset support the findings in the paper entitled Genomic and protein structure modelling analysis depicts the origin and pathogenicity of 2019-nCoV, a new coronavirus which caused a pneumonia outbreak in Wuhan," China""""","2019-nCoV,COVID-19,Genetics,Infectious Diseases,Microbiology,evolution,phylogenetics",,,,,,,,,,,,,,,,,,,,,,
1231,figshare11860929,Molecular and serological investigation of 2019-nCoV infected patients: implication of multiple shedding routes,"<p>In December 2019, a novel coronavirus (2019-nCoV) caused an outbreak in Wuhan, China, and soon spread to other parts of the world. It was believed that 2019-nCoV was transmitted through respiratory tract and then induced pneumonia, thus molecular diagnosis based on oral swabs was used for confirmation of this disease. Likewise, patient will be released upon two times of negative detection from oral swabs. However, many coronaviruses can also be transmitted through oral–fecal route by infecting intestines. Whether 2019-nCoV infected patients also carry virus in other organs like intestine need to be tested. We conducted investigation on patients in a local hospital who were infected with this virus. We found the presence of 2019-nCoV in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral–fecal route. We also showed serology test can improve detection positive rate thus should be used in future epidemiology. Our report provides a cautionary warning that 2019-nCoV may be shed through multiple routes.</p>","2019-nCoV,Biological Sciences not elsewhere classified,Biotechnology,Cancer,Chemical Sciences not elsewhere classified,Computational  Biology,Ecology,Immunology,Infectious Diseases,Medicine,Microbiology,Space Science,Virology,Wuhan pneumonia,epidemiology,intestine,swabs",,,,,,,,,,,,,,,,,,,,,,,,
1232,figshare11912166,"Emerging novel coronavirus (2019-nCoV)—current scenario, evolutionary perspective based on genome analysis and recent developments","<p>Coronaviruses are the well-known cause of severe respiratory, enteric and systemic infections in a wide range of hosts including man, mammals, fish, and avian. The scientific interest on coronaviruses increased after the emergence of Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) outbreaks in 2002-2003 followed by Middle East Respiratory Syndrome CoV (MERS-CoV). This decade’s first CoV, named 2019-nCoV, emerged from Wuhan, China, and declared as ‘Public Health Emergency of International Concern’ on January 30<sup>th</sup>, 2020 by the World Health Organization (WHO). As on February 4, 2020, 425 deaths reported in China only and one death outside China (Philippines). In a short span of time, the virus spread has been noted in 24 countries. The zoonotic transmission (animal-to-human) is suspected as the route of disease origin. The genetic analyses predict bats as the most probable source of 2019-nCoV though further investigations needed to confirm the origin of the novel virus. The ongoing nCoV outbreak highlights the hidden wild animal reservoir of the deadly viruses and possible threat of spillover zoonoses as well. The successful virus isolation attempts have made doors open for developing better diagnostics and effective vaccines helping in combating the spread of the virus to newer areas.</p>","2019-nCoV,Biological Sciences not elsewhere classified,Biotechnology,Coronavirus,Ecology,Environmental Sciences not elsewhere classified,Evolutionary Biology,Infectious Diseases,Medicine,Middle East Respiratory Syndrome CoV,Public Health Emergency,Science Policy,Severe Acute Respiratory Syndrome CoV,Virology,genetic analyses,reservoir host,therapeutics,vaccines,zoonoses",,,,,,,,,,,,,,,,,,,,,,,,
1233,figshare11949279,"Epidemiological data from the COVID-19 outbreak, real-time case information",This database includes confirmed cases of COVID-19 in line list format. It spans the timeframe between 1 December 2019 to 5 February 2020.,"COVID-19,Epidemiology,Line List Epidemiological Data,Real-time Outbreak Data",,,,,,,,,,,,,,,,,,,,,,,,
1234,figshare11954889,"Data supporting figures, tables and supplementary information in the published article: Characterization of spike glycoprotein of SARS-CoV-2 on virus entry and its immune cross-reactivity with SARS-CoV","This dataset comprises a single Excel .xlsx spreadsheet with 29 tabs. The data are western blot images and quantitative data characterising spike glycoprotein of SARS-CoV-2 on virus entry and its immune cross-reactivity with SARS-CoV. The data underlie the figures, table and supplementary figures of the related manuscript.<div><br></div><div>The 29 tabs are as follows. (NOTE: Western blot images do not display in figshare viewer: please download the spreadsheet to view these)<div><div>- Western blots for incorporation of SARS-CoV-2 S protein into pseudovirions.</div><div>(<b>Figure 1B, </b><b>Figure 1C, </b><b>Figure 1D, </b><b>Figure 1E, </b><b>Figure 1F</b>, <b>Figure 1G, </b><b>Figure 1H, </b><b>Figure 1I, </b><b>Figure 1J</b>)</div><div>- Entry and receptor of SARS-CoV-2 S pseudovirons.</div><div>(<b>Figure 2A, </b><b>Figure 2B, Figure 2D</b>)</div><div>- Endocytosis of SARS-CoV-2 S pseudovirions on 293/hACE2 cells.</div><div>(<b>Figure 3A, </b><b>Figure 3B</b><b>, </b><b>Figure 3C</b><b>, </b><b>Figure 3D</b><b>, </b><b>Figure 3E</b><b>, </b><b>Figure 3F</b>)</div><div>-  Activation of SARS-CoV-2 S protein by cathepsin and trypsin.</div><div>(<b>Figure 4A, </b><b>Figure 4C, </b><b>Figure 4D, </b><b>Figure 4E</b>)</div><div>- Characterization of polyclonal rabbit anti-SARS S1 antibodies T62.</div><div>(<b>Figure 5B, Figure 5E</b>)</div><div>- Limited cross-neutralization of SARS-CoV and COVID-19 sera.</div><div>(<b>Figure 6A, </b><b>Figure 6B</b>)</div><div>- Neutralization activities of antisera from SARS-CoV and COVID-19 patients.</div><div>(<b>Table 1</b>)</div><div>- Treatment of cells with 130, a TRPML1 inhibitor.</div><div>(<b>Supplementary Figure 1</b>)</div><div>- Expressing type II membrane serine protease (TMPRSS) 2, 4, 11A, 11D, and 11E on 293/hACE2 cells.</div><div>(<b>Supplementary Figure 3</b>).</div><div><b><br></b></div><div>In the related publication, the authors use a lentiviral pseudotype system and determine cell type susceptibility, virus receptor, entry pathway and protease priming for SARS-CoV-2. They also identify several potential drug targets for SARS-CoV-2.</div><div><br></div></div></div>","2019-nCoV,Biological Sciences not elsewhere classified,COVID-19,CoV,MERS-CoV,Microbiology,SARS-CoV,SARS-CoV-2,Virology,beta coronavirus,coronavirus,hACE2,human angiotensin converting enzyme 2,immune cross-reactivity,spike glycoprotein,virus entry",,,,,,,,,,,,,,,,,,,,,,,,
1235,figshare11961063,"Dimensions COVID-19 publications, datasets and clinical trials","<p>This file contains all relevant publications, datasets and clinical trials from Dimensions that are related to COVID-19. The content has been exported from Dimensions using a query in the openly accessible Dimensions application, which you can access at <a href=https://covid-19.dimensions.ai/"">https://covid-19.dimensions.ai/</a>.		</p><p>	</p><p>Dimensions is updated once every 24 hours", so the latest research can be viewed alongside existing information. With its range of research outputs including datasets and clinical trials, both of which are just as important as journal articles in the face of a potential pandemic, Dimensions is a one-stop shop for all COVID-19 related information. </p><p><br></p><p>Please share this information with anyone you think would benefit from it. If you have any suggestions as to how we can improve our search terms to maximise the volume of research related to COVID-19," please contact us at <a href=""mailto:support@dimensions.ai"">support@dimensions.ai</a>.</p>""","COVID-19,Medical Virology,Medical and Health Sciences not elsewhere classified,Novel coronavirus,Virology",,,,,,,,,,,,,,,,,,,,
1412,figshare12327923,Supplementary Material for: Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis,"<b><i>Background:</i></b> The new coronavirus (SARS-CoV-2), which has been responsible for the recent coronavirus disease 2019 (COVID-19) pandemic, uses the cell receptor angiotensin converting enzyme-2 (ACE2) for entry and the serine protease TMPRSS2 for spike (S) protein priming. Meanwhile, the presence of B<sup>0</sup>AT1 (SLC6A19) may prevent TMPRSS2 from accessing the cutting position on ACE2. Identifying the expression of these cell receptor-related genes of SARS-CoV-2 is critical for understanding the pathogenesis of SARS-CoV-2 in various tissues, especially in the kidney. <b><i>Methods:</i></b> The single-cell transcription datasets of the human cell landscape (HCL) and other relevant single-cell transcription databases were used to analyze the expression of ACE2, TMPRSS2, and SLC6A19 in various organs and tissues, but mainly in the kidney. <b><i>Results:</i></b> ACE2 was significantly expressed in the S1, S2, and S3 segments of proximal tubule (PT) cells. TMPRSS2 was widely expressed in several renal tubule populations extending from the PT cells to the collection system cell type, of which intercalated cells and the distal convoluted tubule cells showed more significant expression than PT cells. Unexpectedly, although expressed on various renal tubule populations, SLC6A19 was mainly enriched in PT cells, in line with ACE2 expression. Although alveolar-type (AT) 2 cells of the lung and intestinal epithelial cells expressed ACE2 as well as PT cells, AT 2 cells significantly expressed TMPRSS2 but not SLC6A19, while all 3 genes were significantly expressed in intestinal epithelial cells. <b><i>Conclusions:</i></b> ACE2 was widely expressed in specific cell subgroups of various human tissues, especially in intestinal epithelial cells, kidney PT cells, and also AT 2 cells of the lung. These 3 types of cells demonstrated significant differences in the distribution of the cell receptor-related genes of SARS-CoV-2, which may indicate the diversity of cell surface structures and differences in the affinity between SARS-CoV-2 and cells.","Angiotensin-converting enzyme-2,Medicine,Proximal tubule cells,SARS-CoV-2,Single-cell transcriptome sequencing",,,,,,,,,,,,,,,,,,,,,,,,
1413,figshare12332942,The CoVidAffect dataset of mood variations following the COVID-19 outbreak,<p>Latest Update of the CoVidAffect dataset</p>,"Affective state,Biological Sciences not elsewhere classified,COVID-19,Computational  Biology,Ecological momentary assessment,Experience Sampling,Information Systems not elsewhere classified,Mood,Smartphone,mHealth",,,,,,,,,,,,,,,,,,,,,,,,
1414,figshare12332972,Linked COVID-19 Data: Robert Koch-Institut (RKI),"<p>Linked COVID-19 Data derived from</p>

<p><strong>Robert Koch Institute</strong></p>

<p>using the COVID-19 Ontology</p>

<p><a href=https://doi.org/10.5281/zenodo.3757828"">10.5281/zenodo.3757828</a></p>",,,,,,,,,,,,,,,,,,,,,,,,,
1415,figshare12333104,Shi_Bulletin of the WHO_2020,"Data and codes in Shi et al., 2020 in Bulletin of the WHO","COVID-19,Infectious Diseases,Travel restriction",,,,,,,,,,,,,,,,,,,,,,,,
1416,figshare12344135,A Rapid Review of the Asymptomatic Proportion of PCR-Confirmed SARS-CoV-2 Infections in Community Settings,Meta-analysis dataset for the following article: A Rapid Review of the Asymptomatic Proportion of PCR-Confirmed SARS-CoV-2 Infections in Community Settings. <div><br></div><div>These CSV format data enable the calculation of a pooled asymptomatic proportion of PCR-confirmed COVID-19 cases based on available studies (n=6) with methodologically-appropriate design to detect and identify truly asymptomatic cases. The asymptomatic proportion is given as the number of asymptomatic PCR-confirmed infections over the total number of PCR-confirmed infections.</div>,"COVID-19,,Epidemiology,SARS-CoV-2,asymptomatic",,,,,,,,,,,,,,,,,,,,,,,,
1417,figshare12344180,Funding piplie for COVID-19 authors. Funding tagged by the start year of award,Funding pipeline for COVID-19 authors. Funding coloured by the year of award.,"COVID-19,Dimensions,Information Systems",,,,,,,,,,,,,,,,,,,,,,,,
1418,figshare12345491,Linked COVID-19 Data: Robert Koch-Institut (RKI),"<p>Linked COVID-19 Data derived from</p>

<p><strong>Robert Koch Institute</strong></p>

<p>using the COVID-19 Ontology</p>

<p><a href=https://doi.org/10.5281/zenodo.3757828"">10.5281/zenodo.3757828</a></p>",,,,,,,,,,,,,,,,,,,,,,,,,
1420,figshare12355064,clinical trials by country of sponsor collaborators,"New clinical trials by country of sponsor collaborators.  Each trial is apportioned and credited to the country of each sponsor (this weighting is referred to in the axis label).  Europe is defined to include the EU-27 countries, Norway, Switzerland and the UK.","COVID-19,Dimensions,Information Systems",,,,,,,,,,,,,,,,,,,,,,,,
1421,figshare12355733,Data_Sheet_1_Novel Insights Into Illness Progression and Risk Profiles for Mortality in Non-survivors of COVID-19.docx,"<p>Background. The outbreak of COVID-19 has attracted the attention of the whole world. Our study aimed to describe illness progression and risk profiles for mortality in non-survivors.</p><p>Methods. We retrospectively analyzed 155 patients with COVID-19 in Wuhan and focused on 18 non-survivors among them. Briefly, we compared the dynamic profile of biochemical and immune parameters and drew an epidemiological and clinical picture of disease progression from disease onset to death in non-survivors. The survival status of the cohort was indicated by a Kaplan–Meier curve.</p><p>Results. Of the non-survivors, the median age was 73.5 years, and the proportion of males was 72.2%. Five and 13 patients were hospital-acquired and community-acquired infection of SARS-CoV-2, respectively. The interval between disease onset and diagnosis was 8.5 days (IQR, [4–11]). With the deterioration of disease, most patients experienced consecutive changes in biochemical parameters, including lymphopenia, leukocytosis, thrombocytopenia, hypoproteinemia, as well as elevated D-dimer and procalcitonin. Regarding the immune dysregulation, patients exhibited significantly decreased T lymphocytes in the peripheral blood, including CD3<sup>+</sup>T, CD3<sup>+</sup>CD4<sup>+</sup>Th, and CD3<sup>+</sup>CD8<sup>+</sup>Tc cells. By the end of the disease, most patients suffered from severe complications, including ARDS (17/18; 94.4%), acute cardiac injury (10/18; 55.6%), acute kidney injury (7/18; 38.9%), shock (6/18; 33.3%), gastrointestinal bleeding (1/18; 5.6%), as well as perforation of intestine (1/18; 5.6%). All patients died within 45 days after the initial hospital admission with a median survivor time of 13.5 days (IQR, 8–17).</p><p>Conclusions. Our data show that patients experienced consecutive changes in biochemical and immune parameters with the deterioration of the disease, indicating the necessity of early intervention.</p>","COVID-19,Dermatology,Emergency Medicine,Family Care,Foetal Development and Medicine,Gastroenterology and Hepatology,Geriatrics and Gerontology,Intensive Care,Medical Genetics (excl. Cancer Genetics),Medical and Health Sciences not elsewhere classified,Nephrology and Urology,Nuclear Medicine,Obstetrics and Gynaecology,Orthopaedics,Otorhinolaryngology,Pathology (excl. Oral Pathology),Primary Health Care,Radiology and Organ Imaging,SARS-CoV-2,complete clinical course,disease progression,non-survivor",,,,,,,,,,,,,,,,,,,,,,,,
1422,figshare12356183,Articles by Unpaywall status by week,Journal publication results from querying with the boxed COVID search definition in Dimensions.  Open Access classification derived from Unpaywall.  Outputs are grouped month by month and are not shown cumulatively. Open Access mode as per the legend.,"COVID-19,Dimensions,Information Systems",,,,,,,,,,,,,,,,,,,,,,,,
1423,figshare12356231,Data_Sheet_1_Approaches to Daily Monitoring of the SARS-CoV-2 Outbreak in Northern Italy.docx,"<p>Italy was the first European country affected by the Sars-Cov-2 pandemic, with the first autochthonous case identified on Feb 21st. Specific control measures restricting social contacts were introduced by the Italian government starting from the beginning of March. In the current study we analyzed public data from the four most affected Italian regions. We (i) estimated the time-varying reproduction number (R<sub>t</sub>), the average number of secondary cases that each infected individual would infect at time t, to monitor the positive impact of restriction measures; (ii) applied the generalized logistic and the modified Richards models to describe the epidemic pattern and obtain short-term forecasts. We observed a monotonic decrease of R<sub>t</sub> over time in all regions, and the peak of incident cases ~2 weeks after the implementation of the first strict containment measures. Our results show that phenomenological approaches may be useful to monitor the epidemic growth in its initial phases and suggest that costly and disruptive public health controls might have had a positive impact in limiting the Sars-Cov-2 spread in Northern Italy.</p>","Aboriginal and Torres Strait Islander Health,Aged Health Care,COVID-19,Care for Disabled,Community Child Health,Environmental and Occupational Health and Safety,Epidemiology,Family Care,Health Care Administration,Health Counselling,Health Information Systems (incl. Surveillance),Health Promotion,Health and Community Services,Medicine, Nursing and Health Curriculum and Pedagogy,Mental Health Nursing,Midwifery,Nanotoxicology, Health and Safety,Nursing not elsewhere classified,Preventive Medicine,Primary Health Care,Public Health and Health Services not elsewhere classified,epidemiology,infectious disease,outbreak analyses,public health",,,,,,,,,,,,,,,,,,,,,,,,
1424,figshare12356234,Established Researchers By Field of Research,Established researchers by (ANZSRC) 2-Digital level Field of Research. A researcher is ``established'' for the purposes of this table by having a publication history of more than 15 years.,"COVID-19,Dimensions,Information Systems",,,,,,,,,,,,,,,,,,,,,,,,
1425,figshare12356240,Percentage New Research Collaborations by Disciplinary Intersection,Percentage New Research Collaborations by Disciplinary Intersection. The colour of each pixel represents the level of new researcher-researcher co-authorship pairings seen on COVID-19 papers compared with pre-COVID. Each researcher in the pairing has a principal research categorisation and the combination of these two determines the relevant pixel.  The intensity of the colour in the pixel corresponds to the proportion of new collaborations to existing collaborations in the relevant subject pairing. There is a 10 researcher cut-off for each pixel to prevent flagging low volume collaboration signals clouding the picture.,"COVID-19,Dimensions,Information Systems",,,,,,,,,,,,,,,,,,,,,,,,
1426,figshare12357473,Table_1_Forecasting and Evaluating Multiple Interventions for COVID-19 Worldwide.docx,"<p>As the Covid-19 pandemic surges around the world, questions arise about the number of global cases at the pandemic's peak, the length of the pandemic before receding, and the timing of intervention strategies to significantly stop the spread of Covid-19. We have developed artificial intelligence (AI)-inspired methods for modeling the transmission dynamics of the epidemics and evaluating interventions to curb the spread and impact of COVID-19. The developed methods were applied to the surveillance data of cumulative and new COVID-19 cases and deaths reported by WHO as of March 16th, 2020. Both the timing and the degree of intervention were evaluated. The average error of five-step ahead forecasting was 2.5%. The total peak number of cumulative cases, new cases, and the maximum number of cumulative cases in the world with complete intervention implemented 4 weeks later than the beginning date (March 16th, 2020) reached 75,249,909, 10,086,085, and 255,392,154, respectively. However, the total peak number of cumulative cases, new cases, and the maximum number of cumulative cases in the world with complete intervention after 1 week were reduced to 951,799, 108,853 and 1,530,276, respectively. Duration time of the COVID-19 spread was reduced from 356 days to 232 days between later and earlier interventions. We observed that delaying intervention for 1 month caused the maximum number of cumulative cases reduce by −166.89 times that of earlier complete intervention, and the number of deaths increased from 53,560 to 8,938,725. Earlier and complete intervention is necessary to stem the tide of COVID-19 infection.</p>","Applied Statistics,Artificial Intelligence and Image Processing,COVID-19,Computational Linguistics,Knowledge Representation and Machine Learning,artificial intelligence,auto-encoder,forecasting,time series,transmission dynamics",,,,,,,,,,,,,,,,,,,,,,,,
1427,figshare12357476,Table_2_Forecasting and Evaluating Multiple Interventions for COVID-19 Worldwide.docx,"<p>As the Covid-19 pandemic surges around the world, questions arise about the number of global cases at the pandemic's peak, the length of the pandemic before receding, and the timing of intervention strategies to significantly stop the spread of Covid-19. We have developed artificial intelligence (AI)-inspired methods for modeling the transmission dynamics of the epidemics and evaluating interventions to curb the spread and impact of COVID-19. The developed methods were applied to the surveillance data of cumulative and new COVID-19 cases and deaths reported by WHO as of March 16th, 2020. Both the timing and the degree of intervention were evaluated. The average error of five-step ahead forecasting was 2.5%. The total peak number of cumulative cases, new cases, and the maximum number of cumulative cases in the world with complete intervention implemented 4 weeks later than the beginning date (March 16th, 2020) reached 75,249,909, 10,086,085, and 255,392,154, respectively. However, the total peak number of cumulative cases, new cases, and the maximum number of cumulative cases in the world with complete intervention after 1 week were reduced to 951,799, 108,853 and 1,530,276, respectively. Duration time of the COVID-19 spread was reduced from 356 days to 232 days between later and earlier interventions. We observed that delaying intervention for 1 month caused the maximum number of cumulative cases reduce by −166.89 times that of earlier complete intervention, and the number of deaths increased from 53,560 to 8,938,725. Earlier and complete intervention is necessary to stem the tide of COVID-19 infection.</p>","Applied Statistics,Artificial Intelligence and Image Processing,COVID-19,Computational Linguistics,Knowledge Representation and Machine Learning,artificial intelligence,auto-encoder,forecasting,time series,transmission dynamics",,,,,,,,,,,,,,,,,,,,,,,,
1428,figshare12357950,"Covid-ImmunoPhenotyping - a preliminary data release, May 22. 2020","Describes the study, its methodology and presents the preliminary findings. A number of biomarkers of COVID-19 severity are emerging.","COVID-19,Infectious Disease",,,,,,,,,,,,,,,,,,,,,,,,
1429,figshare12361493,Impact of COVID 19 on Doctoral and Early Career Researchers,"<div>SMaRteN, in partnership with <a href=http://www.vitae.ac.uk/"" target=""_blank"">Vitae</a>"," conducated research into the impact of COVID-19 on the working lives of doctoral researchers and research staff.<br></div><div><br></div><div><p>SMaRteN <a href=""http://www.smarten.org.uk/"">www.smarten.org.uk</a></p>",,,,,,,,,,,,,,,,,,,,,,,,
1430,figshare12361565,journal comparisons,Regional representation of COVID-19 research by publication venue.  Publication venues include journals and preprint servers and are selected (and ordered) by number of citations to COVID-19 articles (Total Cites column).  COVID-19 research is defined relative to the boxed query in this report. All numbers are derived from Dimensions,"COVID-19,Dimensions,Information Systems",,,,,,,,,,,,,,,,,,,,,,,,
1431,figshare12362162,Laboratory findings of COVID-19: a systematic review and meta-analysis,"<p>The Coronavirus Disease (COVID-19) pandemic first broke out in December 2019 in Wuhan, China, and has now spread worldwide. Laboratory findings have been only partially described in some observational studies. To date, more comprehensive systematic reviews of laboratory findings on COVID-19 are missing. We performed a systematic review with a meta-analysis to assess laboratory findings in patients with COVID-19. Observational studies from three databases were selected. We calculated pooled proportions and 95% confidence interval (95% CI) using the random-effects model meta-analysis. A total of 1106 articles were identified from PubMed, Web of Science, CNKI (China), and other sources. After screening, 28 and 7 studies were selected for a systematic review and a meta-analysis, respectively. Of the 4,663 patients included, the most prevalent laboratory finding was increased C-reactive protein (CRP; 73.6%, 95% CI 65.0–81.3%), followed by decreased albumin (62.9%, 95% CI 28.3–91.2%), increased erythrocyte sedimentation rate (61.2%, 95% CI 41.3–81.0%), decreased eosinophils (58.4%, 95% CI 46.5–69.8%), increased interleukin-6 (53.1%, 95% CI 36.0–70.0%), lymphopenia (47.9%, 95% CI 41.6–54.9%), and increased lactate dehydrogenase (LDH; 46.2%, 95% CI 37.9–54.7%). A meta-analysis of seven studies with 1905 patients showed that increased CRP (OR 3.0, 95% CI: 2.1–4.4), lymphopenia (OR 4.5, 95% CI: 3.3–6.0), and increased LDH (OR 6.7, 95% CI: 2.4–18.9) were significantly associated with severity. These results demonstrated that more attention is warranted when interpreting laboratory findings in patients with COVID-19. Patients with elevated CRP levels, lymphopenia, or elevated LDH require proper management and, if necessary, transfer to the intensive care unit.</p>","C-reactive protein,COVID-2019,Cancer,Cell Biology,Immunology,SARS-CoV-2,Science Policy,laboratory findings,lactate dehydrogenase,lymphopenia",,,,,,,,,,,,,,,,,,,,,,,,
1432,figshare12362630,Weekly articles  by type,Research outputs results from querying with the boxed COVID search definition in Dimensions.  Outputs are grouped week by week and are not shown cumulatively. Output types as per the legend,"COVID-19,Dimensions,Information Systems",,,,,,,,,,,,,,,,,,,,,,,,
1433,figshare12363077,COVID-19 Researchers with Industry Collaborations,COVID-19 Researchers with Industry Collaborations.  Column \#1 is number of papers written on COVID-19; Column \#2 is overall number of papers written with industry collaborators.,"COVID-19,Dimensions,Information Systems not elsewhere classified",,,,,,,,,,,,,,,,,,,,,,,,
1434,figshare12363878,weighted citations by country (researcher affiliations),Fractional citations to all  COVID-19 publications by receiving country determined by researcher affiliation.  Totals by week in which citations were made. COVID-19 research is defined relative to the boxed query in this report. Only citations from other COVID-19 papers have been considered. All numbers are derived from Dimensions,"COVID-19,Dimensions,Information Systems not elsewhere classified",,,,,,,,,,,,,,,,,,,,,,,,
1435,figshare12365492,Table_1_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx,"Background<p>Development of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials.</p>Methods<p>A preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote.</p>Results<p>Ninety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended.</p>Conclusion<p>Though there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression.</p>","Basic Pharmacology,COVID-19,Clinical Pharmacology and Therapeutics,Clinical Pharmacy and Pharmacy Practice,Pharmaceutical Sciences,Pharmacogenomics,Pharmacology,Pharmacology and Pharmaceutical Sciences not elsewhere classified,Toxicology (incl. Clinical Toxicology),Western medicine,core outcome set,methodology,traditional Chinese medicine",,,,,,,,,,,,,,,,,,,,,,,,
1436,figshare12365495,Table_2_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx,"Background<p>Development of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials.</p>Methods<p>A preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote.</p>Results<p>Ninety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended.</p>Conclusion<p>Though there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression.</p>","Basic Pharmacology,COVID-19,Clinical Pharmacology and Therapeutics,Clinical Pharmacy and Pharmacy Practice,Pharmaceutical Sciences,Pharmacogenomics,Pharmacology,Pharmacology and Pharmaceutical Sciences not elsewhere classified,Toxicology (incl. Clinical Toxicology),Western medicine,core outcome set,methodology,traditional Chinese medicine",,,,,,,,,,,,,,,,,,,,,,,,
